CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Household type including census family structure (11),a,Notes: Household type including census family structure (11),Dim: Household income statistics (3): Member ID: [1]: Total - Household income statistics (Note: 3),Dim: Household income statistics (3): Member ID: [2]: Median total income of households ($),Dim: Household income statistics (3): Member ID: [3]: Median after-tax income of households ($)
2016,9330015.02,2,15.02,5.7,0,933001502,Total - Household type including census family structure,1,1,2050,68096,61440
2016,9330015.02,2,15.02,5.7,0,933001502,Census family households,2,,1480,85333,75776
2016,9330015.02,2,15.02,5.7,0,933001502,One-census-family households without additional persons,3,,1150,76828,67968
2016,9330015.02,2,15.02,5.7,0,933001502,One couple census family without other persons in the household,4,,960,82330,72896
2016,9330015.02,2,15.02,5.7,0,933001502,Without children,5,,335,58816,54400
2016,9330015.02,2,15.02,5.7,0,933001502,With children,6,,625,94848,82859
2016,9330015.02,2,15.02,5.7,0,933001502,One lone-parent census family without other persons in the household,7,,190,53632,49109
2016,9330015.02,2,15.02,5.7,0,933001502,With a male lone parent,8,,30,72448,62208
2016,9330015.02,2,15.02,5.7,0,933001502,With a female lone parent,9,,160,52352,47744
2016,9330015.02,2,15.02,5.7,0,933001502,Other census family households,10,2,325,120192,107776
2016,9330015.02,2,15.02,5.7,0,933001502,Non-census-family households,11,,575,29824,28032
2016,9330016.01,2,16.01,3.3,0,933001601,Total - Household type including census family structure,1,1,1765,59959,54800
2016,9330016.01,2,16.01,3.3,0,933001601,Census family households,2,,1245,74496,66714
2016,9330016.01,2,16.01,3.3,0,933001601,One-census-family households without additional persons,3,,925,63616,58291
2016,9330016.01,2,16.01,3.3,0,933001601,One couple census family without other persons in the household,4,,710,69035,63104
2016,9330016.01,2,16.01,3.3,0,933001601,Without children,5,,250,52032,46912
2016,9330016.01,2,16.01,3.3,0,933001601,With children,6,,460,83712,74240
2016,9330016.01,2,16.01,3.3,0,933001601,One lone-parent census family without other persons in the household,7,,215,48896,44971
2016,9330016.01,2,16.01,3.3,0,933001601,With a male lone parent,8,,40,71424,62336
2016,9330016.01,2,16.01,3.3,0,933001601,With a female lone parent,9,,180,44768,41920
2016,9330016.01,2,16.01,3.3,0,933001601,Other census family households,10,2,320,105216,95616
2016,9330016.01,2,16.01,3.3,0,933001601,Non-census-family households,11,,520,26475,24928
2016,9330016.04,2,16.04,3.4,0,933001604,Total - Household type including census family structure,1,1,2620,65664,58752
2016,9330016.04,2,16.04,3.4,0,933001604,Census family households,2,,1815,82637,73472
2016,9330016.04,2,16.04,3.4,0,933001604,One-census-family households without additional persons,3,,1415,74021,66121
2016,9330016.04,2,16.04,3.4,0,933001604,One couple census family without other persons in the household,4,,1140,81728,72256
2016,9330016.04,2,16.04,3.4,0,933001604,Without children,5,,435,61056,54144
2016,9330016.04,2,16.04,3.4,0,933001604,With children,6,,705,92826,82016
2016,9330016.04,2,16.04,3.4,0,933001604,One lone-parent census family without other persons in the household,7,,280,47232,43648
2016,9330016.04,2,16.04,3.4,0,933001604,With a male lone parent,8,,40,57344,52608
2016,9330016.04,2,16.04,3.4,0,933001604,With a female lone parent,9,,240,45632,42560
2016,9330016.04,2,16.04,3.4,0,933001604,Other census family households,10,2,400,114773,103680
2016,9330016.04,2,16.04,3.4,0,933001604,Non-census-family households,11,,805,37120,33075
2016,9330016.05,2,16.05,5.3,100,933001605,Total - Household type including census family structure,1,1,1815,58325,52375
2016,9330016.05,2,16.05,5.3,100,933001605,Census family households,2,,1140,76398,68045
2016,9330016.05,2,16.05,5.3,100,933001605,One-census-family households without additional persons,3,,890,68992,61440
2016,9330016.05,2,16.05,5.3,100,933001605,One couple census family without other persons in the household,4,,725,72576,64256
2016,9330016.05,2,16.05,5.3,100,933001605,Without children,5,,285,61739,55392
2016,9330016.05,2,16.05,5.3,100,933001605,With children,6,,435,83200,74176
2016,9330016.05,2,16.05,5.3,100,933001605,One lone-parent census family without other persons in the household,7,,170,59776,54272
2016,9330016.05,2,16.05,5.3,100,933001605,With a male lone parent,8,,25,57344,50560
2016,9330016.05,2,16.05,5.3,100,933001605,With a female lone parent,9,,145,59776,55040
2016,9330016.05,2,16.05,5.3,100,933001605,Other census family households,10,2,250,101632,93312
2016,9330016.05,2,16.05,5.3,100,933001605,Non-census-family households,11,,675,30656,28570
2016,9330016.06,2,16.06,3.7,0,933001606,Total - Household type including census family structure,1,1,2445,55723,48969
2016,9330016.06,2,16.06,3.7,0,933001606,Census family households,2,,1230,71314,63061
2016,9330016.06,2,16.06,3.7,0,933001606,One-census-family households without additional persons,3,,1090,70802,62272
2016,9330016.06,2,16.06,3.7,0,933001606,One couple census family without other persons in the household,4,,905,74368,65493
2016,9330016.06,2,16.06,3.7,0,933001606,Without children,5,,510,70272,60800
2016,9330016.06,2,16.06,3.7,0,933001606,With children,6,,395,81920,71168
2016,9330016.06,2,16.06,3.7,0,933001606,One lone-parent census family without other persons in the household,7,,185,51328,47488
2016,9330016.06,2,16.06,3.7,0,933001606,With a male lone parent,8,,30,56704,51840
2016,9330016.06,2,16.06,3.7,0,933001606,With a female lone parent,9,,160,50304,46848
2016,9330016.06,2,16.06,3.7,0,933001606,Other census family households,10,2,140,79872,72192
2016,9330016.06,2,16.06,3.7,0,933001606,Non-census-family households,11,,1215,42496,37786
2016,9330017.01,2,17.01,3.4,0,933001701,Total - Household type including census family structure,1,1,2645,65067,58336
2016,9330017.01,2,17.01,3.4,0,933001701,Census family households,2,,1885,76721,69348
2016,9330017.01,2,17.01,3.4,0,933001701,One-census-family households without additional persons,3,,1440,68896,62080
2016,9330017.01,2,17.01,3.4,0,933001701,One couple census family without other persons in the household,4,,1170,74624,66848
2016,9330017.01,2,17.01,3.4,0,933001701,Without children,5,,455,60032,52672
2016,9330017.01,2,17.01,3.4,0,933001701,With children,6,,715,85333,75776
2016,9330017.01,2,17.01,3.4,0,933001701,One lone-parent census family without other persons in the household,7,,270,48896,43648
2016,9330017.01,2,17.01,3.4,0,933001701,With a male lone parent,8,,30,62592,55936
2016,9330017.01,2,17.01,3.4,0,933001701,With a female lone parent,9,,235,46464,42240
2016,9330017.01,2,17.01,3.4,0,933001701,Other census family households,10,2,445,106752,97365
2016,9330017.01,2,17.01,3.4,0,933001701,Non-census-family households,11,,755,39328,35115
2016,9330017.02,2,17.02,4.7,0,933001702,Total - Household type including census family structure,1,1,2290,63936,57451
2016,9330017.02,2,17.02,4.7,0,933001702,Census family households,2,,1575,80213,71936
2016,9330017.02,2,17.02,4.7,0,933001702,One-census-family households without additional persons,3,,1185,74304,66987
2016,9330017.02,2,17.02,4.7,0,933001702,One couple census family without other persons in the household,4,,955,79061,70571
2016,9330017.02,2,17.02,4.7,0,933001702,Without children,5,,325,54336,49707
2016,9330017.02,2,17.02,4.7,0,933001702,With children,6,,625,90795,80384
2016,9330017.02,2,17.02,4.7,0,933001702,One lone-parent census family without other persons in the household,7,,230,56832,51627
2016,9330017.02,2,17.02,4.7,0,933001702,With a male lone parent,8,,50,68864,61696
2016,9330017.02,2,17.02,4.7,0,933001702,With a female lone parent,9,,185,53760,48896
2016,9330017.02,2,17.02,4.7,0,933001702,Other census family households,10,2,390,99200,90880
2016,9330017.02,2,17.02,4.7,0,933001702,Non-census-family households,11,,715,32448,28992
2016,9330018.01,2,18.01,3.7,0,933001801,Total - Household type including census family structure,1,1,2300,65609,59296
2016,9330018.01,2,18.01,3.7,0,933001801,Census family households,2,,1710,78592,70752
2016,9330018.01,2,18.01,3.7,0,933001801,One-census-family households without additional persons,3,,1250,68403,61952
2016,9330018.01,2,18.01,3.7,0,933001801,One couple census family without other persons in the household,4,,1010,73173,65472
2016,9330018.01,2,18.01,3.7,0,933001801,Without children,5,,355,52501,47744
2016,9330018.01,2,18.01,3.7,0,933001801,With children,6,,650,83456,73856
2016,9330018.01,2,18.01,3.7,0,933001801,One lone-parent census family without other persons in the household,7,,235,49472,46925
2016,9330018.01,2,18.01,3.7,0,933001801,With a male lone parent,8,,45,63296,56704
2016,9330018.01,2,18.01,3.7,0,933001801,With a female lone parent,9,,195,48640,45952
2016,9330018.01,2,18.01,3.7,0,933001801,Other census family households,10,2,460,109248,98688
2016,9330018.01,2,18.01,3.7,0,933001801,Non-census-family households,11,,595,37094,33357
2016,9330018.02,2,18.02,3.4,0,933001802,Total - Household type including census family structure,1,1,2405,74752,66048
2016,9330018.02,2,18.02,3.4,0,933001802,Census family households,2,,1715,91520,80853
2016,9330018.02,2,18.02,3.4,0,933001802,One-census-family households without additional persons,3,,1320,84544,73574
2016,9330018.02,2,18.02,3.4,0,933001802,One couple census family without other persons in the household,4,,1110,91349,79957
2016,9330018.02,2,18.02,3.4,0,933001802,Without children,5,,375,63616,55168
2016,9330018.02,2,18.02,3.4,0,933001802,With children,6,,735,106027,91744
2016,9330018.02,2,18.02,3.4,0,933001802,One lone-parent census family without other persons in the household,7,,210,53888,49536
2016,9330018.02,2,18.02,3.4,0,933001802,With a male lone parent,8,,40,59520,53888
2016,9330018.02,2,18.02,3.4,0,933001802,With a female lone parent,9,,170,51584,48640
2016,9330018.02,2,18.02,3.4,0,933001802,Other census family households,10,2,395,113152,101376
2016,9330018.02,2,18.02,3.4,0,933001802,Non-census-family households,11,,690,40640,36053
2016,9330019,2,19,4.4,0,933001900,Total - Household type including census family structure,1,1,1920,70617,62592
2016,9330019,2,19,4.4,0,933001900,Census family households,2,,1215,102451,87808
2016,9330019,2,19,4.4,0,933001900,One-census-family households without additional persons,3,,1010,96427,83328
2016,9330019,2,19,4.4,0,933001900,One couple census family without other persons in the household,4,,885,103168,88627
2016,9330019,2,19,4.4,0,933001900,Without children,5,,390,74752,65408
2016,9330019,2,19,4.4,0,933001900,With children,6,,500,127744,108416
2016,9330019,2,19,4.4,0,933001900,One lone-parent census family without other persons in the household,7,,125,65792,59328
2016,9330019,2,19,4.4,0,933001900,With a male lone parent,8,,20,99072,82688
2016,9330019,2,19,4.4,0,933001900,With a female lone parent,9,,105,60928,57728
2016,9330019,2,19,4.4,0,933001900,Other census family households,10,2,205,128128,113579
2016,9330019,2,19,4.4,0,933001900,Non-census-family households,11,,710,38067,33984
2016,9330020,2,20,10.7,1000,933002000,Total - Household type including census family structure,1,1,840,99968,84480
2016,9330020,2,20,10.7,1000,933002000,Census family households,2,,620,117696,100480
2016,9330020,2,20,10.7,1000,933002000,One-census-family households without additional persons,3,,515,114624,95488
2016,9330020,2,20,10.7,1000,933002000,One couple census family without other persons in the household,4,,435,127403,107776
2016,9330020,2,20,10.7,1000,933002000,Without children,5,,200,117333,100608
2016,9330020,2,20,10.7,1000,933002000,With children,6,,235,136192,114432
2016,9330020,2,20,10.7,1000,933002000,One lone-parent census family without other persons in the household,7,,80,54272,48128
2016,9330020,2,20,10.7,1000,933002000,With a male lone parent,8,,10,0,0
2016,9330020,2,20,10.7,1000,933002000,With a female lone parent,9,,70,53888,47488
2016,9330020,2,20,10.7,1000,933002000,Other census family households,10,2,105,142336,123648
2016,9330020,2,20,10.7,1000,933002000,Non-census-family households,11,,220,51584,44992
2016,9330021,2,21,3.4,0,933002100,Total - Household type including census family structure,1,1,1230,143155,118656
2016,9330021,2,21,3.4,0,933002100,Census family households,2,,995,180224,145067
2016,9330021,2,21,3.4,0,933002100,One-census-family households without additional persons,3,,845,180736,144640
2016,9330021,2,21,3.4,0,933002100,One couple census family without other persons in the household,4,,715,209408,165717
2016,9330021,2,21,3.4,0,933002100,Without children,5,,285,199680,151040
2016,9330021,2,21,3.4,0,933002100,With children,6,,435,227584,181504
2016,9330021,2,21,3.4,0,933002100,One lone-parent census family without other persons in the household,7,,135,71168,65024
2016,9330021,2,21,3.4,0,933002100,With a male lone parent,8,,20,0,0
2016,9330021,2,21,3.4,0,933002100,With a female lone parent,9,,115,74240,65536
2016,9330021,2,21,3.4,0,933002100,Other census family households,10,2,145,170496,148992
2016,9330021,2,21,3.4,0,933002100,Non-census-family households,11,,230,50816,43136
2016,9330022,2,22,4.8,0,933002200,Total - Household type including census family structure,1,1,1680,56544,49463
2016,9330022,2,22,4.8,0,933002200,Census family households,2,,785,72960,66150
2016,9330022,2,22,4.8,0,933002200,One-census-family households without additional persons,3,,745,71253,64224
2016,9330022,2,22,4.8,0,933002200,One couple census family without other persons in the household,4,,570,83584,73301
2016,9330022,2,22,4.8,0,933002200,Without children,5,,330,84608,73344
2016,9330022,2,22,4.8,0,933002200,With children,6,,245,80384,72960
2016,9330022,2,22,4.8,0,933002200,One lone-parent census family without other persons in the household,7,,170,33152,32128
2016,9330022,2,22,4.8,0,933002200,With a male lone parent,8,,20,0,0
2016,9330022,2,22,4.8,0,933002200,With a female lone parent,9,,155,34688,32448
2016,9330022,2,22,4.8,0,933002200,Other census family households,10,2,40,121088,104704
2016,9330022,2,22,4.8,0,933002200,Non-census-family households,11,,895,44576,38880
2016,9330023,2,23,4.1,0,933002300,Total - Household type including census family structure,1,1,1370,111360,94592
2016,9330023,2,23,4.1,0,933002300,Census family households,2,,1135,132608,111821
2016,9330023,2,23,4.1,0,933002300,One-census-family households without additional persons,3,,990,132779,111923
2016,9330023,2,23,4.1,0,933002300,One couple census family without other persons in the household,4,,855,153856,127360
2016,9330023,2,23,4.1,0,933002300,Without children,5,,295,120320,99840
2016,9330023,2,23,4.1,0,933002300,With children,6,,565,178688,143872
2016,9330023,2,23,4.1,0,933002300,One lone-parent census family without other persons in the household,7,,135,56704,49963
2016,9330023,2,23,4.1,0,933002300,With a male lone parent,8,,20,0,0
2016,9330023,2,23,4.1,0,933002300,With a female lone parent,9,,115,54656,48896
2016,9330023,2,23,4.1,0,933002300,Other census family households,10,2,145,131072,110592
2016,9330023,2,23,4.1,0,933002300,Non-census-family households,11,,235,35520,32896
2016,9330024,2,24,3.4,0,933002400,Total - Household type including census family structure,1,1,1985,116395,96037
2016,9330024,2,24,3.4,0,933002400,Census family households,2,,1585,141824,117632
2016,9330024,2,24,3.4,0,933002400,One-census-family households without additional persons,3,,1395,141696,116553
2016,9330024,2,24,3.4,0,933002400,One couple census family without other persons in the household,4,,1235,157824,128870
2016,9330024,2,24,3.4,0,933002400,Without children,5,,445,125184,102912
2016,9330024,2,24,3.4,0,933002400,With children,6,,790,181504,143531
